month,complaint_description,total_requests
12,DSD - Request Code Officer,728
12,Sign - New,714
12,Animal Services - Contact Request,664
12,Lane/Road Closure Notification,642
12,Sidewalk Repair,636
12,Austin Code - Coronavirus,575
12,Tree Issue ROW,568
12,DSD - Follow-Up,564
12,Wildlife Exposure,559
12,Obstruction in ROW,515
12,Concerns in the ROW,505
12,Pet Resource Center - Assistance Request,497
12,ACD - Request Code Officer,490
12,Austin Code - Signs/Billboards,487
12,ZZ AFD - Fireworks Complaint,484
12,Sign - Traffic Sign Emergency,483
12,Dockless Mobility,472
12,Traffic Signal - New/Change,449
12,Pavement Failure,445
12,ATD - Traffic Sign Maintenance,445
12,Dangerous/Vicious Dog Investigation,414
12,Coyote Complaints,408
12,ARR Street Sweeping,391
12,Animal Protection - Injured/Sick Animal,390
12,Water Waste Report,388
12,Public Health - Environmental Services - City,377
12,ZZ - AFD - Fireworks Complaint,367
12,Animal Protection - Found Animal Assistance,367
12,ATD - Lane/Road Closure Notification,360
12,APH - Graffiti Abatement - Public Property,353
12,Channels/Creeks/Drainage Easement,346
12,ATD - Concerns in Right of Way,346
12,ARR - General,318
12,Community Connections - Coronavirus,313
12,AFD - Fireworks Complaint,307
12,Park Maintenance - Grounds Plumbing Issues,303
12,Traffic Engineering - General,296
12,Sign - Street Name,289
12,ATD - Parking Sign Maintenance,288
12,Road Markings/Striping - Maintenance,286
12,DSD - Outdoor Commercial Venue Music Complaint,285
12,DSD - Environmental Complaint,271
12,AW - Water Conservation Violation,249
12,Construction Items in ROW,246
12,Loose Animal Not Dog,244
12,Animal Protection - Assistance Request,224
12,ARR - Street Sweeping,213
12,Sign - Parking Sign Maintenance,211
12,SBO - Pothole Repair,211
12,ARR - Bulk,204
12,WPD - Channels/Creek/Drainage Issues,204
12,AW - Water Waste Report,193
12,Bicycle Issues,191
12,Construction items in ROW,190
12,Park Maintenance - Grounds Electrical Issues,187
12,School Zone Flasher - Timing/Maintenance,187
12,SBO - Debris in Street,183
12,ATD - Dig Tess Request,175
12,Street Lights New,172
12,Flooding  Current (Non-Emergency),168
12,Lost Item in Storm Drainage System,168
12,Street Light Issue- Multiple poles/multiple streets,165
12,Alley & Unpaved Street Maintenance,160
12,ATD - Construction Items in Right of Way,160
12,Animal In Vehicle,157
12,ARR - On Call Bulk,154
12,Road Markings/Striping - New,153
12,Tree Issue ROW/Maintenance (PW),150
12,ATD - Traffic Sign New,150
12,ARR - Brush,148
12,Animal Protection - Animal Proper Care,147
12,ATD - Speed Management,144
12,Pet Resource Center - Found Pet Report,143
12,APD - Vehicle Abatement Callback Request,142
12,ATD - Road Markings/Striping - Maintenance,138
12,SBO - Obstruction in Right of Way,124
12,Traffic Calming,123
12,View Obstruction at Intersection,123
12,ARR - Spillage Trash/Fluids,121
12,Animal Protection - Animal Bite,111
12,Sidewalk/Curb Ramp/Route - NEW,110
12,Park Maintenance - Building Plumbing Issues,106
12,ATD - Parking Machine Issue,105
12,ATD - Street Name Sign Maintenance,103
12,Tree Issue ROW/Emergency (PW),103
12,PWD - Tree Issue Right of Way,86
12,Flooding - Past,86
12,ATD - Special Event,85
12,ATD - Traffic Sign Emergency,85
12,Creek & Pond Vegetation Control,83
12,SBO - Sidewalk Repair,82
12,APH - Environmental Health Services - City,79
12,AE Street Light Issue - No Address,78
12,Speed Management,78
12,Curb/Gutter Repair,77
12,Street Resurfacing,76
12,Animal Trapped in Storm Drain,75
12,Standing Water,73
12,Park Maintenance - Building Issues,72
12,WPD - Lost Item in Storm Drainage System,69
12,ATD - Booting Complaint,67
12,WPD - Flooding Current,66
12,Animal Protection - Coyote Complaints,66
12,ATD - School Zone Beacon - Maintenance,65
12,SBO - Pavement Failure,65
12,ATD - Road Markings/Striping - New,65
12,Park Maintenance - Pool Issues,63
12,Animal Protection - Vicious Dog Complaint,62
12,TARA - Telecommunication Complaint,59
12,ACD - Short Term Rental Complaint,59
12,ATD - Bicycle &amp; Pedestrian Issues,57
12,Construction Items- ROW,56
12,311 CRIS - City Vehicle Report,56
12,Park Maintenance - Building A/C & Heating Issues,53
12,Austin Code - Short Term Rental (STR) Appointment,52
12,WPD - Standing Water,51
12,ARR - Special Services,51
12,WPD - Storm Drain Services,49
12,ARR - Property Damage Report,47
12,DSD - Short Term Rental Complaint,46
12,Speed Limit - Changes/Signs,45
12,Guardrail New/Repair,45
12,Flooding Current (Non-Emergency),41
12,Construction/Permitting- ROW,40
12,SBO - Street and Bridge Miscellaneous,40
12,Animal Protection - Wildlife Exposure,38
12,SBO - New Sidewalk/Curb Ramp/Route,38
12,WPD - Drainage Pond Maintenance,38
12,ATD - Traffic Signal - New,38
12,ATD - Traffic Signal - Modification,37
12,Mowing Medians,35
12,ACD - Case Updates/Code Connect Messages,33
12,Animal Protection - Loose Animal Not Dog,32
12,Mowing City Parks,31
12,ATD - Traffic Signal - New/Modification,31
12,AFD - Wildfire Concern / Presentation,31
12,Sign - School Zone Sign Maintenance,29
12,Street Resurfacing Inquiry,29
12,Storm Drain Pipe Services,29
12,School Zone - New/Review/Changes,28
12,Neighborhood Home Programs,28
12,SBO - Utility Cut Repair,28
12,Bridge Repair,26
12,SBO - Alley & Unpaved Street Maintenance,26
12,Austin Code - Construction Rest Break Complaint,26
12,SBO - Guardrail New/Repair,24
12,PWD - Mowing Medians,23
12,Public Health - Environmental Services - County,23
12,ARR - Pet Search,22
12,Parking Ticket Complaint,22
12,Park Maintenance - Building Electrical Issues,22
12,Animal Protection - Dog Restraint Issues,22
12,Water Theft Report,21
12,Roadway Spillage,21
12,ATD - School Zone Sign Maintenance,21
12,Austin Code - Construction Ordinance SR,20
12,AW - Water Theft Report,20
12,SBO - Street Resurfacing,20
12,SBO - Curb/Gutter Repair,20
12,ATD - View Obstruction and Fencing at Intersection,19
12,School Issues - Crossing Guards,18
12,Animal Protection - Animal In Vehicle,17
12,Ditch/Driveway Pipe Services,16
12,ARR - On Call Brush,16
12,Aquatics Hotline Inquiry,16
12,Guardrail Repair,16
12,ARR - Household Hazardous Waste,16
12,AFD - Wildfire Education,15
12,WPD - Flooding Past,15
12,Corridor Program Office - Corridor Feedback,14
12,Residential Parking Permit Enforcement,13
12,HPD - Neighborhood Home Programs,13
12,PARD - Commercial Use of Parkland,13
12,WPD - Watershed Grow Zone Issues,12
12,Animal Roadside Sales,12
12,Ordinance Universal Recycling,12
12,Vendor Permit - ROW,11
12,Park Maintenance - Cemeteries,11
12,ATD - Pay-by-Phone App,11
12,PARD - Aquatic Inquiries/Issues,10
12,WPD - Ditch/Driveway Pipe Services,10
12,CPIO - Community Voices,9
12,PW - School Zone - New/Review/Changes,9
12,WPD - Erosion,9
12,AE - Electric Vehicle Station Issues,9
12,APH - Environmental Health Services - County,9
12,EV PIE Station Issues,8
12,Drainage - Miscellaneous,8
12,AE - Key Accounts,8
12,PW - School Issues - Crossing Guards,7
12,ACD - Construction Rest Break Complaint,7
12,PARD - Aquatic Maintenance,7
12,ARR Dumpster,7
12,ERM - Harmful Algae,6
12,WPD - Lady Bird Lake Debris Issues,6
12,APH - Community Connections Coronavirus,5
12,Code Compliance - Signs/Billboards,5
12,DSD - Case Updates/Code Connect Messages,5
12,SBO - Roadway Spillage,5
12,Parking Permit- ROW,4
12,Valet Permit - ROW,4
12,Animal Protection - Animal Trapped in Storm Drain,4
12,Code Compliance - Short Term Rental (STR) Appointment,4
12,Zz_Traffic Engineering - General,3
12,ZZ - Tree Issue ROW,3
12,EV PIP Residential Rebate,3
12,Barricade Request,3
12,Park Maintenance - Building A/C &amp; Heating Issues,3
12,ATD - Bicycle & Pedestrian Issues,3
12,Ordinance Single-Use Carryout Bags,3
12,ACD - Billboard Complaint,3
12,Town Lake Debris Issues,3
12,Filming Permit - ROW,3
12,Fence/Wall Repair,3
12,CPIO - Community Engagement Project Feedback,3
12,Animal Protection - Dangerous Dog Complaint,2
12,Tree Issue ROW/Maintenance (PARD),2
12,Basic Needs - Appointment,2
12,APD - Non Emergency Hands Free Violation,2
12,Road Sanding Request,2
12,LeadSmart Program,1
12,ZZZ ARR Missed Recycling,1
12,Newspaper Rack- ROW,1
12,APH - Health Equity Line,1
12,DSD - Construction Rest Break Complaint,1
12,Utility Coordination - ROW,1
12,Construction Ordinance SR,1
12,DSD - Billboard Complaint,1
12,Emergency Road Closure Report,1
12,Guardrail - New,1
12,DSD - Private Hauler License Violation,1
12,SBO - Bridge Repair,1
